id,writer_id,name,lat,lng,description
1,1,Marijampolė,54.5599,23.3513,Gimtinė
2,1,Vilnius,54.6872,25.2797,Veiklos vieta
3,1,Kaunas,54.8985,23.9036,Universitetas
